question,result_text,result_math
Earl bir apartmanın birinci katında gazete dağıtmaya başladı. Daha sonra 5 kat yukarı çıkmış ve 2 kat aşağı inmiştir. Tekrar 7 kat yukarı çıktı ve binanın tepesinden 9 kat uzakta olduğunu gördü. Binanın kaç katı vardır?,"Birinci kattan başlayarak 5 kat yukarı çıkıldığında 6. kata, 2 kat aşağı inildiğinde 4. kata, 7 kat yukarı çıkıldığında 11. kata ulaşılır. Bu katın binanın tepesinden 9 kat uzakta olması, tepeye 9 kat kaldığı anlamına gelir. Bu durumda en üst kat 11 + 9 = 20 = 20. kattır.",20.0
"Cape May'de Daytona Plajı'nın iki katından 8 fazla köpekbalığı var. Daytona Plajı'nda 12 köpekbalığı varsa, Cape May'de kaç köpekbalığı vardır?","Daytona Plajı'nda 12 köpekbalığı var. Cape May'deki köpekbalığı sayısı, Daytona'nın iki katından 8 fazla olduğuna göre: 2 * 12 = 24, 24 + 8 = 32.",32.0
"Lauryn, şirkette farklı pozisyonlarda kadın ve erkek çalıştıran bir bilgisayar şirketinin sahibidir. Lauryn için çalışan erkek sayısı kadınlardan 20 daha az ve 180 kişi ise kaç erkek çalıştırıyor?","Kadın sayısına w, erkek sayısına m diyelim. Erkekler kadınlardan 20 eksik olduğu için m = w - 20. Toplam çalışan sayısı 180 olduğundan m + w = 180. İkinci denklemde m yerine w - 20 koyarsak (w - 20) + w = 180 → 2w - 20 = 180 → 2w = 200 → w = 100. O halde m = 100 - 20 = 80.",80.0
"Cindy 5 yaşındaydı.  Kız kardeşi Jan, Cindy'den 2 yaş büyüktü.  En büyük kız kardeşleri Marcia, Jan'ın iki katı yaşındaydı. Greg, Marcia'dan iki yaş büyüktü.  Greg kaç yaşındaydı?","Cindy 5 yaşında, Jan ondan 2 yaş büyük olduğu için Jan 7 yaşında. Marcia, Jan'ın iki katı yaşında olduğu için 14 yaşında. Greg, Marcia'dan 2 yaş büyük olduğu için 16 yaşında.",16.0
Dört küçük panda ayısı ve beş büyük panda ayısı her gün sırasıyla 25 kilo ve 40 kilo taze bambu filizi yiyor. Dokuz panda bir haftada kaç kilo bambu yiyor?,"Küçük pandalar günde 4×25=100 kg, büyük pandalar günde 5×40=200 kg yer. Toplam günlük 100+200=300 kg. Bir haftada 7 gün olduğu için 300×7=2100 kg.",2100.0
"David ve Dasha 9 gezinti aracının bulunduğu karnavala gittiler.  Her biniş için bilet başına 2$'dan 2 biniş bileti alınıyor.  Ayrıca 30$'a 9 biniş hakkı veren bir biniş bileziği de satın alabilirsiniz.  David bileklik, Dasha da bilet alırsa ve 9 aletin hepsine binerlerse David ne kadar tasarruf eder?","Dasha her biniş için 2 bilet almak zorunda (her bilet 2$), yani 9 biniş için 18 bilet gerekir, toplam 36$ öder. David ise 30$'a bileklik alır, böylece 6$ tasarruf eder.",6.0
"Venny, orijinal fiyatının %40'ına mal olan kullanılmış bir araba için 15000 dolar harcadı. Arabanın orijinal fiyatı neydi?","Venny'nin ödediği 15000 dolar, arabanın orijinal fiyatının %40'ına eşittir. Orijinal fiyatı bulmak için 15000'i 0.40'a böleriz: 15000 / 0.40 = 37500.",37500.0
"Jamaal spor salonunda. Sekiz kiloluk bir ağırlık kullanıyor. Kullandığı ağırlığı %50 arttırıyor. Bu ağırlığın çok ağır olduğu ortaya çıkıyor, bu yüzden bundan iki pound daha hafif bir ağırlık kullanıyor. Şu anda kullandığı ağırlık, pound cinsinden nedir?",Jamaal başlangıçta 8 kiloluk ağırlık kullanıyor. %50 artırınca 8 + (8 * 0.5) = 12 kilo oluyor. Ardından 2 kilo daha hafif ağırlık kullanıyor: 12 - 2 = 10 kilo.,10.0
Greg ve Sarah'nın eşit olarak paylaşacakları 18 elmaları vardır. Susan'ın Greg'den iki kat daha fazla elması var. Mark'ın Susan'dan 5 elma daha azı var. Annelerinin elmalı turta yapmak için 40 elmaya ihtiyacı var. Elinde kaç tane elma kalacaktır?,"Greg ve Sarah 18 elmayı eşit paylaşır: Greg=9, Sarah=9. Susan'ın Greg'den iki katı: 18. Mark'ın Susan'dan 5 eksiği: 13. Toplam elma: 9+9+18+13=49. Annenin 40 elma almasıyla kalan: 49-40=9.",9.0
"Stephanie bir doğum günü partisi için 24 cupcake süslüyor, ancak daha fazla muma ihtiyacı var. Şu anda toplam 30 mumu var. Kapkeklerin yarısını 1'er mumla, diğer yarısını ise 2'şer mumla süslemek istiyor. Stephanie'nin kekleri tamamlamak için kaç tane daha muma ihtiyacı vardır?","Toplam 24 cupcake var. Yarısı (12) 1 mum, diğer yarısı (12) 2 mum gerektirir. Toplam mum ihtiyacı: 12*1 + 12*2 = 12 + 24 = 36. Mevcut mum sayısı 30, eksik mum sayısı 36 - 30 = 6.",6.0
"Bay Resty'nin 4 katlı iki aynı binası bulunmaktadır. Birinci katta 2 daire birimi bulunurken, diğer katların her birinde 5 daire birimi bulunmaktadır. Bay Resty'nin toplam kaç apartman birimi vardır?",Bir binadaki daire sayısı: 2 + (5*3) = 2+15=17. İki bina: 17*2=34.,34.0
"Ruby dans dersleri alıyor. Bir paketteki 10 ders için 75 dolar ödüyor. Paketteki bir dersin ortalama fiyatının 1/3 fazlası fiyatına ek dersler ekleyebilir. toplam 13 ders alırsa, ne kadar öder?","10 derslik paket 75 dolar, ders başına ortalama fiyat 7.5 dolar. Ek ders fiyatı 7.5 + (7.5×1/3) = 10 dolar. 13 ders için 10 ders paketi + 3 ek ders: 75 + 3×10 = 105 dolar.",105.0
"Bir okul kalem ve kurşun kalem satın aldı. Bir kurşun kalemin fiyatı 2,50 dolar, bir kalemin fiyatı ise 3,50 dolardır. 38 kurşun kalem ve 56 tükenmez kalem ne kadardır?","Kurşun kalemlerin toplam maliyeti: 38 kurşun kalem × 2,50 dolar = 95 dolar. Tükenmez kalemlerin toplam maliyeti: 56 tükenmez kalem × 3,50 dolar = 196 dolar. Toplam maliyet: 95 + 196 = 291 dolar.",291.0
"Josh'un biraz parası var. Bir içki için 1,75 dolar harcadı ve sonra 1,25 dolar daha harcadı. Eğer 6 doları kaldıysa, Josh'un başlangıçta dolar cinsinden ne kadar parası vardı?","Josh'un başlangıçtaki parası x dolar olsun. İçki için 1,75 dolar, ardından 1,25 dolar harcadı, toplam harcama 1,75 + 1,25 = 3 dolar. Kalan para 6 dolar olduğuna göre, x - 3 = 6 denkleminden x = 9 bulunur.",9.0
"Betty bir online mağazadan kapıda ödeme yöntemiyle 18 ürün sipariş etmiştir. Her biri 2,5 dolar olan 6 adet terlik, her biri 1,25 dolar olan 4 adet ruj ve her biri 3 dolar olan 8 adet saç boyası sipariş etti. Ürün teslim edildiğinde Betty toplam ne kadar ödemiştir?","Terliklerin toplamı: 6 adet × 2,5 dolar = 15 dolar. Rujların toplamı: 4 adet × 1,25 dolar = 5 dolar. Saç boyalarının toplamı: 8 adet × 3 dolar = 24 dolar. Toplam ödeme: 15 + 5 + 24 = 44 dolar.",44.0
"Amy, Jeremy ve Chris'in toplam yaşı 132'dir.  Amy, Jeremy'nin 1/3'ü kadar, Chris ise Amy'nin iki katı yaşındadır.  Jeremy kaç yaşında?","Amy, Jeremy'nin 1/3'ü kadar, yani Amy = Jeremy/3. Chris, Amy'nin iki katı, yani Chris = 2 * (Jeremy/3) = (2/3)Jeremy. Toplam: Jeremy/3 + Jeremy + (2/3)Jeremy = 132. Paydaları eşitlersek (1/3 + 3/3 + 2/3) = 6/3 = 2 katı Jeremy. 2Jeremy = 132, Jeremy = 66.",66.0
"Antik Çin'de, Çin Seddi boyunca işaret kulelerine yerleştirilen askerler, yaklaşan saldırıları uyarmak için duman sinyalleri gönderirlerdi.  Kuleler 5 kilometre aralıklarla yerleştirildiğinden, Çin Seddi boyunca sinyal gönderebiliyorlardı.  Çin Seddi 7300 kilometre uzunluğundaysa ve her kulede iki asker bulunuyorsa, Çin Seddi'ndeki işaret kulelerinde bulunan askerlerin toplam sayısı kaçtır?","Çin Seddi 7300 km uzunluğunda ve kuleler 5 km aralıklarla yerleştirildiğinde, kule sayısı (7300 / 5) + 1 = 1461 olur. Her kulede 2 asker olduğundan toplam asker sayısı 1461 * 2 = 2922'dir.",2922.0
"Olivia'nın market alışverişinin toplam maliyeti 42 dolardı. Muzlar ona 12 dolara, ekmek 9 dolara ve süt 7 dolara mal oldu. Aldığı diğer yiyecekler sadece elmaydı. Dolar cinsinden, elmalar ona ne kadara mal oldu?","Toplam maliyet 42 dolardır. Muz, ekmek ve sütün toplamı 12+9+7=28 dolar eder. Elmaların maliyeti 42-28=14 dolardır.",14.0
"Marcus köpeğini yıkamak için 20 dakika harcıyor ve bunun yarısı kadar da fön çekiyor. Sonra onu 3 millik bir patika boyunca yürüyüşe çıkarıyor. Marcus saatte 6 mil hızla yürürse, köpeğiyle toplam ne kadar zaman geçirir?","Marcus köpeğini yıkamak için 20 dakika harcar. Fön çekme süresi bunun yarısı kadardır, yani 10 dakika. Ardından 3 millik bir patikada saatte 6 mil hızla yürür. Yürüyüş süresi: 3 mil / 6 mil/saat = 0.5 saat = 30 dakika. Toplam süre: 20 + 10 + 30 = 60 dakika.",60.0
"Bir beyzbol şapkası fabrikası ilk hafta 320, ikinci hafta 400 ve üçüncü hafta 300 şapka üretmiştir.  Şirket dördüncü hafta boyunca ilk 3 haftadaki ortalama sayıda şapka yaparsa, toplam kaç şapka yapmış olur?",İlk üç haftada toplam 320+400+300=1020 şapka üretilmiş. Ortalama 1020/3=340. Dördüncü hafta 340 şapka eklenince toplam 1020+340=1360 olur.,1360.0
"Tomas gelecek yıl 26,3 mil olan bir maraton koşmayı umuyor. Antrenman yaptığı her ay, bir önceki aydan iki kat daha fazla koşabileceğini biliyor. Antrenmanın ilk ayında 3 mil koşabiliyorsa, yeterince uzağa koşabileceğinden emin olmak için maratondan toplam kaç ay önce antrenmana başlamalıdır?","İlk ay 3 mil koşar. Her ay bir önceki ayın iki katı koşar. n. ayda koştuğu mesafe 3 * 2^(n-1) mil olur. 26,3 mili aşması için 3 * 2^(n-1) ≥ 26,3 eşitsizliğini sağlayan en küçük n bulunur. n=4 için 24 mil yeterli değil, n=5 için 48 mil yeterlidir. Bu nedenle maratondan 5 ay önce antrenmana başlamalıdır.",5.0
"Dani her yıl, sezonun en iyi Amazon alıcısını kazanmanın karşılığı olarak ikişer pantolondan 4 çift alıyor. Başlangıçta 50 pantolonu varsa, 5 yıl içinde sahip olacağı pantolon sayısını hesaplayın.","Dani her yıl 4 çift pantolon alıyor, her çift 2 pantolon olduğu için yılda 8 pantolon alır. 5 yılda 5 * 8 = 40 pantolon alır. Başlangıçta 50 pantolonu olduğundan toplam 50 + 40 = 90 pantolonu olur.",90.0
"Bu yılki mahalle yemeğine ev sahipliği yapma sırası Maurice'te olduğundan, kıyma almak için yerel toptan satış kulübüne gider. Toptancı kulübü kıymayı 5 kiloluk paketler halinde satmaktadır. Maurice katılan her kişi için 2 kiloluk bir burger yapmak istiyor, bu nedenle 4 paket kıyma satın alıyor. Maurice, kendisi de dahil olmak üzere herkesin bir burger alabilmesi için kaç kişiyi yemeğe davet edebilir?","Maurice 4 paket kıyma alır, her paket 5 kilo olduğundan toplam 20 kilo kıyma olur. Her kişi için 2 kilo burger yapılacağından 20/2 = 10 burger yapılabilir. Maurice kendisi de dahil olmak üzere herkesin bir burger alması için toplam 10 kişi olmalıdır. Maurice kendisi de bir kişi olduğundan, davet edebileceği kişi sayısı 10 - 1 = 9'dur.",9.0
"Cersei 50 pamuk şeker aldı. Erkek ve kız kardeşine 5'er pamuk şeker verdi, sonra kalan dörtte birini kuzenine verdi. Eğer 12 pamuk şeker yediyse, geriye kaç pamuk şeker kalmıştır?","50 pamuk şekerden 5'er tane erkek ve kız kardeşine verdi: 5+5=10, kalan 40. Kalanın dörtte birini kuzenine verdi: 40/4=10, kalan 30. 12 tane yedi: 30-12=18.",18.0
Paula go-karta 1 kez ve çarpışan arabalara 4 kez binmek istiyor. Go-kartlara binmek için 4 bilet ve çarpışan arabalara binmek için 5 bilet gerekiyor. Paula'nın kaç bilete ihtiyacı var?,"Go-kart 1 biniş için 4 bilet, çarpışan arabalar 4 biniş için 4*5=20 bilet, toplam 4+20=24 bilet.",24.0
"Simon, Gerry ve Micky el yapımı minyatür sallarla bir yarış yapmak isterler. Simon'ın salının 36 çubuğa ihtiyacı var, Gerry'nin salının Simon'ın ihtiyacının üçte ikisi kadar çubuğa ihtiyacı var ve Micky'nin salının Simon ve Gerry'nin sallarının toplamından 9 çubuk daha fazla çubuğa ihtiyacı var. Üç çocuğun toplamda kaç çubuk toplaması gerekir?","Simon 36 çubuğa ihtiyacı var. Gerry'nin ihtiyacı Simon'ın üçte ikisi kadar: 36 × 2/3 = 24. Micky'nin ihtiyacı Simon ve Gerry'nin toplamından 9 fazla: 36+24=60, 60+9=69. Toplam: 36+24+69=129.",129.0
"Kim uyurgezerdir, uyku saatlerini izlemek için odasına bir kamera yerleştirir. Kim genellikle akşam 22:00'de uyuyor ve sabah 6:00'da uyanıyor. Bir gün, kameraları inceledikten sonra, o gün uyandığını ve saat 02:15'ten 02:38'e kadar uyurgezer olduğunu fark eder.  Ayrıca, o gün tuvalete gitmek için normalden 5 dakika önce uyanmıştır. O gün yatağında kaç dakika uyumuştur?","Kim genellikle 22:00'de yatıp 6:00'da kalkar, bu 8 saat yani 480 dakikadır. O gün tuvalet için 5 dakika erken kalktığı için 5:55'te uyanmıştır. 22:00'den 5:55'e kadar 7 saat 55 dakika = 475 dakika geçer. Ancak 02:15'ten 02:38'e kadar (23 dakika) uyurgezerlik yaptığı için yatağında değildir. Bu süreyi çıkarınca yatağında uyuduğu süre 475 - 23 = 452 dakika olur.",452.0
"Anna 1 sayfayı 1 dakikada okuyabiliyor. Carole, Anna kadar hızlı okuyabilir ancak Brianna'nın yarısı kadar hızlı okuyabilir. Brianna'nın 100 sayfalık bir kitabı okuması ne kadar sürer?","Anna 1 sayfayı 1 dakikada okur, yani hızı 1 sayfa/dakika. Carole, Anna kadar hızlı okur, yani o da 1 sayfa/dakika. Carole, Brianna'nın yarısı kadar hızlı olduğuna göre, Brianna'nın hızı Carole'ın 2 katıdır, yani 2 sayfa/dakika. Brianna'nın 100 sayfalık kitabı okuma süresi: 100 / 2 = 50 dakika.",50.0
"Connor bir maçta 2 sayı atarken Amy Connor'dan 4 sayı daha fazla attı. Jason ise Amy'nin iki katı sayı atmıştır. Connor, Amy ve Jason aynı takımdaysa, takımlarının kaç puanı vardır?","Connor 2 sayı atar. Amy, Connor'dan 4 sayı fazla atar: 2 + 4 = 6. Jason, Amy'nin iki katını atar: 6 × 2 = 12. Toplam puan: 2 + 6 + 12 = 20.",20.0
"David 24 hafta sürecek bir veri analitiği kursu alıyor. Kurs, her hafta 2 adet üç saatlik ve 1 adet dört saatlik dersten oluşmaktadır. Buna ek olarak, David'in her hafta 4 saatini küçük grup ödevleri üzerinde çalışarak geçirmesi gerekiyor. Bu kurs için kaç saat harcayacaktır?","David haftada 2 adet üç saatlik ders (6 saat) ve 1 adet dört saatlik ders (4 saat) alıyor, toplam haftalık ders saati 10. Ayrıca haftada 4 saat grup ödevi yapıyor, haftalık toplam 14 saat. 24 hafta boyunca toplam 24 × 14 = 336 saat harcar.",336.0
Bir yarışta 80 kişi var. Adamların 1/4'ü takıldı ve yarışı bitiremedi. Kalan erkeklerin 2/3'ü susuz kalmış ve bu susuz kalan erkeklerin 1/5'i yarışı bitirememiştir. Yarışı kaç kişi bitirmiştir?,"Başlangıçta 80 kişi var. İlk olarak, adamların 1/4'ü takıldı ve yarışı bitiremedi: 80 * 1/4 = 20 kişi. Kalan erkek sayısı: 80 - 20 = 60. Bu kalanların 2/3'ü susuz kaldı: 60 * 2/3 = 40 kişi. Susuz kalanların 1/5'i yarışı bitiremedi: 40 * 1/5 = 8 kişi. Toplam bitiremeyenler: 20 + 8 = 28. Yarışı bitirenler: 80 - 28 = 52.",52.0
Djibo 17 yaşında. Beş yıl önce Djibo kendi yaşı ile kız kardeşinin yaşını topladı ve toplam 35 oldu. Djibo'nun kız kardeşi bugün kaç yaşında?,"Beş yıl önce Djibo 17 - 5 = 12 yaşındaydı. O zaman kız kardeşinin yaşıyla toplamı 35 olduğuna göre, kız kardeşi 35 - 12 = 23 yaşındaydı. Bugün ise 23 + 5 = 28 yaşındadır.",28.0
"John ailesini ayda iki kez ziyaret ediyor.  Saatte 70 mil hızla oraya gitmek 2 saatini alıyor.  Gidiş dönüş dikkate alındığında, ailesini ziyaret ederken ayda kaç mil yol kat etmektedir?",Bir ziyaret için gidiş mesafesi: 70 mil/saat × 2 saat = 140 mil. Gidiş dönüş: 140 × 2 = 280 mil. Ayda iki ziyaret: 280 × 2 = 560 mil.,560.0
"44 son sınıf öğrencisinin ödül alması gerekiyor.  Her son sınıf öğrencisine 20 dolar değerinde bir resim çerçevesi verilecektir.  Her resim çerçevesinin, çerçeve başına ek %20 maliyetle logo ile kazınması gerekmektedir.  Son sınıf öğrencilerinden 2'si ayrıca 5 dolar değerinde rozet alacaktır. Son sınıf öğrencilerinin 1/4'ü subaydır ve her biri 12 dolar değerinde kordon almaları gerekecektir.  Son sınıf hediyeleri için ne kadar harcanacak?","44 öğrencinin her birine 20 dolarlık resim çerçevesi ve %20 ek maliyetle kazıma işlemi uygulanır. Çerçeve başına maliyet 20 + 4 = 24 dolar, toplam 44 × 24 = 1056 dolar. Ayrıca 2 öğrenciye 5 dolarlık rozet: 2 × 5 = 10 dolar. Öğrencilerin 1/4'ü (11 kişi) subay olup her birine 12 dolarlık kordon: 11 × 12 = 132 dolar. Toplam harcama 1056 + 10 + 132 = 1198 dolar.",1198.0
"Samantha'nın köpeği için satın aldığı köpek oyuncakları ""bir alana bir bedava"" ve her biri 12.00 dolar. 4 oyuncak satın alıyor.  Köpek oyuncakları için ne kadar harcıyor?","Bir alana bir bedava kampanyasında, 4 oyuncak alındığında 2'si ücretli, 2'si ücretsizdir. Her oyuncak 12.00 dolar olduğundan, ödenecek miktar 2 × 12.00 = 24.00 dolar olur.",24.0
Betty'nin sahip olduğu her 2 mavi boncuk için 3 kırmızı boncuğu vardır. Betty'nin 30 kırmızı boncuğu varsa kaç mavi boncuğu vardır?,"Her 2 mavi boncuk için 3 kırmızı boncuk varsa, mavi:kırmızı oranı 2:3'tür. Kırmızı boncuk sayısı 30 olduğundan, mavi boncuk sayısı (2/3)*30 = 20'dir.",20.0
Angie bugün marketten 3 kilo kahve aldı. Her bir lb. kahve yaklaşık 40 fincan kahve pişirir. Angie her gün 3 fincan kahve içiyor. Bu kahve ona kaç gün yeter?,"3 kilogram kahve, 1 kilogram yaklaşık 2.2 pound olduğundan 3 * 2.2 = 6.6 pound eder. Her pound 40 fincan kahve yaptığına göre toplam 6.6 * 40 = 264 fincan kahve olur. Angie günde 3 fincan içtiğine göre 264 / 3 = 88 gün yeter.",88.0
Janet elektrik hatlarında 30 karga ve kargalara oranla %60 daha fazla şahin sayıyor. Toplam kaç kuş saymıştır?,"Karga sayısı 30. Şahin sayısı, kargalardan %60 daha fazla, yani 30 + 30*0.6 = 30 + 18 = 48. Toplam kuş sayısı 30 + 48 = 78.",78.0
"Bir düzine çörek alırsanız 8$'a mal olur; ancak 2 düzine alırsanız 14$'a mal olur. 2 düzinelik 3 set satın aldığınızda, 1 düzinelik 6 set satın almaktan ne kadar tasarruf edersiniz?",2 düzinelik 3 set: 3 × 14 = 42$. 1 düzinelik 6 set: 6 × 8 = 48$. Tasarruf: 48 - 42 = 6$.,6.0
Sam'in 18 ineği var.  İneklerin yarısından 5 fazlası siyah.  Kaç inek siyah değildir?,"İneklerin yarısı 9'dur. 5 fazlası 14 siyah inek eder. Toplam 18 inekten 14'ü siyahsa, siyah olmayan 4 inek vardır.",4.0
Avery bağış kutusuna 4 gömlek koyuyor.  Kutuya gömleklerin iki katı kadar pantolon ekler.  Kutuya pantolonların yarısı kadar da şort atıyor. Avery toplamda kaç parça giysi bağışlıyor?,Avery önce 4 gömlek koyar. Gömleklerin iki katı kadar pantolon ekler: 2 * 4 = 8 pantolon. Ardından pantolonların yarısı kadar şort atar: 8 / 2 = 4 şort. Toplam giysi: 4 + 8 + 4 = 16.,16.0
Sınıfta 100 öğrenci vardır ve erkeklerin kızlara oranı 3:2'dir. Erkeklerin sayısı kızların sayısından kaç fazladır?,"Erkeklerin kızlara oranı 3:2, yani toplam 5 parça. 100 öğrenci 5 parçaya bölünürse her parça 20 öğrenci eder. Erkekler 3 parça = 60, kızlar 2 parça = 40. Fark 20.",20.0
"Rachel yatmadan önce 12 dakika boyunca her dakika 5 matematik problemi çözdü, ancak hepsini bitiremedi. Ertesi gün, son 16 problemi öğle yemeğinde bitirdi. Toplamda kaç matematik problemi çözdü?","Yatmadan önce 12 dakika boyunca her dakika 5 problem çözdü, bu 12×5=60 problem eder. Ardından ertesi gün kalan 16 problemi bitirdi. Toplam problem sayısı 60+16=76'dır.",76.0
"Tom yarım kilo havuç ve bunun iki katı kadar brokoli yiyor.  Havuçta yarım kilo başına 51 kalori ve brokolide bunun 1/3'ü kadar kalori varsa, toplamda kaç kalori yemiştir?",Yarım kilo havuç 51 kalori içerir. Brokoli miktarı havuç miktarının iki katı olduğundan 1 kilo brokoli yenir. Brokolinin kalorisi havucun 1/3'ü kadar olduğundan yarım kilo brokoli 17 kaloridir. 1 kilo brokoli 2 yarım kilo olduğu için 34 kalori eder. Toplam 51 + 34 = 85 kalori.,85.0
Winwin bir piyangodan 50 dolar kazandı. Vergi için %20 ve işlem ücreti için 5 dolar ödedi. Eve ne kadar götürebildi?,"Winwin 50 dolar kazandı. Vergi %20 olduğundan 10 dolar vergi öder. Ayrıca 5 dolar işlem ücreti öder. Toplam kesinti 15 dolar, kalan 35 doları eve götürür.",35.0
"Matt'in altı kedisi vardır ve bunların yarısı dişidir. Her dişi kedinin 7 yavrusu varsa ve Matt bunlardan 9'unu satarsa, kalan kedilerinin yüzde kaçı yavrudur (en yakın yüzdeye yuvarlayınız)?","Başlangıçta 6 kedi var, yarısı dişi olduğuna göre 3 dişi kedi vardır. Her dişi kedinin 7 yavrusu varsa toplam yavru sayısı 3*7=21 olur. Toplam kedi sayısı 6+21=27. Matt 9 yavru satarsa kalan yavru sayısı 21-9=12, kalan toplam kedi sayısı 27-9=18 olur. Kalan kedilerin yavru yüzdesi (12/18)*100 = %66.67, en yakın yüzdeye yuvarlanınca %67.",67.0
"Alice, Erica'dan 5 yaş büyük olan Beth'den 7 yaş büyüktür. Erica 30 yaşındaysa, Alice ve Erica'nın yaşları arasındaki fark nedir?","Erica 30 yaşında. Beth, Erica'dan 5 yaş büyük olduğuna göre Beth 35 yaşındadır. Alice, Beth'den 7 yaş büyük olduğuna göre Alice 42 yaşındadır. Alice ve Erica arasındaki yaş farkı 42 - 30 = 12'dir.",12.0
"Ellen ekmek pişiriyor. Bir top hamuru kabartması 3 saat, pişirmesi ise 2 saat sürüyor. Eğer birbiri ardına 4 top hamur yaparsa ve kabarmaları bittiğinde bunları birbiri ardına pişirirse, kaç saat sürer?","4 top hamur birbiri ardına kabartılır: her biri 3 saat, toplam 4×3 = 12 saat. Kabarmalar bittiğinde, yine birbiri ardına pişirilir: her biri 2 saat, toplam 4×2 = 8 saat. Toplam süre 12 + 8 = 20 saattir.",20.0
"Aida'nın Sophie'den iki kat fazla, Sophie'nin de Vera'dan iki kat fazla bebeği vardır. Vera'nın 20 bebeği varsa Aida, Sophie ve Vera'nın toplam kaç bebeği vardır?","Vera'nın 20 bebeği var. Sophie, Vera'nın iki katına sahip olduğundan 40 bebeği vardır. Aida, Sophie'nin iki katına sahip olduğundan 80 bebeği vardır. Toplam bebek sayısı: 20 + 40 + 80 = 140.",140.0
Mark ekmek pişiriyor. İki kez 120 dakika kabarmasını beklemesi gerekiyor. Ayrıca 10 dakika yoğurması ve 30 dakika pişirmesi gerekiyor. Mark'ın ekmeği yapması kaç dakika sürer?,"Mark iki kez 120 dakika kabarma bekliyor, bu 240 dakika eder. Ayrıca 10 dakika yoğurma ve 30 dakika pişirme süresi var. Toplam 240 + 10 + 30 = 280 dakika.",280.0
"Bir kamu görevlisi, iki okuldaki her sınıf için 5 yeni futbol topu bağışlamak istemektedir. Her okulda 4 ilkokul sınıfı ve 5 ortaokul sınıfı bulunmaktadır.  Kamu görevlisi toplamda kaç futbol topu bağışlayacaktır?","Her okulda 4 ilkokul ve 5 ortaokul sınıfı olduğundan, bir okuldaki toplam sınıf sayısı 4+5=9'dur. İki okul olduğu için toplam sınıf sayısı 2×9=18'dir. Her sınıfa 5 top bağışlanacağından, toplam top sayısı 18×5=90'dır.",90.0
İlk takımda Beth 12 sayı atarken Jan 10 sayı attı. İkinci takımda Judy 8 sayı atarken Angel 11 sayı attı. Birinci takım ikinci takımdan kaç puan daha fazla almıştır?,İlk takımın toplam puanı: Beth 12 + Jan 10 = 22. İkinci takımın toplam puanı: Judy 8 + Angel 11 = 19. Fark: 22 - 19 = 3.,3.0
Ursula bir pazarlama firmasında çalışıyor. 30 saniye uzunluğunda bir reklam filmi hazırladı. Patronu ona bu reklamın yayınlanmak için çok uzun olduğunu ve reklamı %30 kısaltmasını söyledi. Ursula istenen değişiklikleri yaptıktan sonra bu reklam ne kadar uzun olacaktır?,"Reklam 30 saniyedir. %30 kısaltma, uzunluğun %30 azaltılması demektir, yani yeni uzunluk orijinalin %70'i olur. 30 saniyenin %70'i 21 saniyedir.",21.0
"Mason, Sydney'den üç kat daha gençtir ve Sydney, Mason'ın babasından altı yaş daha gençtir. Mason 20 yaşındaysa, babası kaç yaşındadır?","Mason 20 yaşında. Sydney, Mason'dan üç kat daha büyük olduğu için Sydney 20 * 3 = 60 yaşında. Sydney, Mason'ın babasından 6 yaş daha genç olduğuna göre baba 60 + 6 = 66 yaşındadır.",66.0
"Rudolph'un arabasıyla şehir boyunca yaptığı yolculukta, 5 milden 2 fazla yol kat etti ve 17 dur işaretinden 3 eksik işaretle karşılaştı.  Rudolph şehirdeki yolculuğunda mil başına kaç dur işaretiyle karşılaşmıştır?",Rudolph'un kat ettiği yol: 5 milden 2 fazla = 5 + 2 = 7 mil. Karşılaştığı dur işareti sayısı: 17'den 3 eksik = 17 - 3 = 14 işaret. Mil başına dur işareti sayısı: 14 / 7 = 2.,2.0
"Kamp yaparken Cyrus kollarında ve bacaklarında 14 sivrisinek ısırığı saydı. Daha sonra vücudunda 10 tane daha saydı. O acı çekerken, diğer 6 kişilik ailesinin tamamında Cyrus'un aldığı ısırık sayısının sadece yarısı kadar ısırık var. Hepsinde eşit sayıda ısırık varsa, Cyrus'un ailesinin geri kalan üyelerinin her birinde kaç sivrisinek ısırığı vardır?","Cyrus'un toplam ısırık sayısı 14+10=24'tür. Ailesinin diğer 6 üyesinin her birinde bu sayının yarısı kadar, yani 12 ısırığı vardır.",12.0
"Mia ailesi için Noel hediyeleri alıyor. Üç kardeşinin her biri için 30 dolar harcamış ve harcamalarının geri kalanını ebeveynleri için yapmıştır. Mia Noel hediyeleri için toplam 150 dolar harcadıysa ve ebeveynlerinin her biri eşit değerde hediye aldıysa, her bir ebeveynin hediyesi için dolar cinsinden ne kadar para harcamıştır?","Mia üç kardeşine 30 dolar harcadı, toplam 90 dolar. Toplam 150 dolar harcadığına göre ebeveynlerine kalan 60 dolar. Ebeveynler eşit hediye aldığı için her birine 30 dolar düşer.",30.0
"Carly'nin 80 kartı vardı, kartların 2/5'inde A harfi vardı, kalanların 1/2'sinde B harfi vardı, kalanların 5/8'inde C harfi vardı ve diğerlerinde D harfi vardı.",80 kartın 2/5'i A harfli: 80 * 2/5 = 32. Kalan 48 kartın 1/2'si B harfli: 48 * 1/2 = 24. Kalan 24 kartın 5/8'i C harfli: 24 * 5/8 = 15. Son kalan 24 - 15 = 9 kart D harflidir.,9.0
